run,piece,pieces_in_run,length_ft,cut_length_ft,start_coupler,end_coupler,num_bends,operations,instructions
26,2,11,10.0,10.0,1,1,0,,tail 10 ft
26,3,11,10.0,10.0,1,1,0,,tail 10 ft
26,4,11,10.0,10.0,1,1,0,,tail 10 ft
26,5,11,10.0,10.0,1,1,0,,tail 10 ft
26,6,11,10.0,10.0,1,1,0,,tail 10 ft
26,7,11,10.0,10.0,1,1,0,,tail 10 ft
26,8,11,10.0,10.0,1,1,0,,tail 10 ft
26,9,11,10.0,10.0,1,1,0,,tail 10 ft
26,10,11,10.0,9.32,1,1,2,90° bend; 90° bend,"feed 9-7/8 in, bend 90 (roll 0) ; feed 4 ft 1-1/4 in, bend 90 (roll 90 CW) ; tail 1 ft 10-7/8 in"
26,11,11,3.05,3.05,1,0,0,,tail 3 ft 5/8 in
27,1,11,9.67,9.33,0,1,1,90° bend,"feed 2 ft 10-1/2 in, bend 90 (roll 0) ; tail 5 ft 2-1/2 in"
27,2,11,9.82,9.76,1,1,4,"90° bend; 22.5° offset — 3-9/16 in rise, 11/16 in shrink (×2.61); 22.5° bend","feed 3-1/2 in, bend 90 (roll 90 CW) ; feed 4 ft 3/16 in, bend 22.5 (roll 90 CCW) ; feed 9-5/16 in, bend 22.5 (roll 180) ; feed 2 ft 4-5/16 in, bend 22.5 (roll 0) ; tail 5-3/16 in"
27,3,11,10.0,10.0,1,1,1,22.5° bend,"feed 4-1/8 in, bend 22.5 (roll 180) ; tail 9 ft 4-1/8 in"
27,4,11,10.0,10.0,1,1,0,,tail 10 ft
27,5,11,10.0,10.0,1,1,0,,tail 10 ft
27,6,11,10.0,10.0,1,1,0,,tail 10 ft
27,7,11,10.0,10.0,1,1,0,,tail 10 ft
27,8,11,10.0,10.0,1,1,0,,tail 10 ft
27,9,11,10.0,10.0,1,1,0,,tail 10 ft
27,10,11,10.0,9.99,1,1,2,"22.5° offset — 9-5/8 in rise, 1-15/16 in shrink (×2.61)","feed 5 ft 3-15/16 in, bend 22.5 (roll 0) ; feed 2 ft 1-1/8 in, bend 22.5 (roll 180) ; tail 1 ft 11-7/16 in"
27,11,11,2.89,2.89,1,0,0,,tail 2 ft 10-3/4 in
28,1,10,10.0,10.0,0,1,0,,tail 10 ft
28,2,10,10.0,10.0,1,1,0,,tail 10 ft
28,3,10,10.0,10.0,1,1,0,,tail 10 ft
28,4,10,10.0,10.0,1,1,0,,tail 10 ft
28,5,10,10.0,10.0,1,1,0,,tail 10 ft
28,6,10,10.0,10.0,1,1,0,,tail 10 ft
28,7,10,10.0,10.0,1,1,0,,tail 10 ft
28,8,10,10.0,9.66,1,1,1,90° bend,"feed 7 ft 8-5/16 in, bend 90 (roll 0) ; tail 8-11/16 in"
28,9,10,10.0,10.0,1,1,0,,tail 10 ft
28,10,10,7.05,6.71,1,0,1,90° bend,"feed 7-9/16 in, bend 90 (roll 90 CW) ; tail 4 ft 10 in"
29,1,10,10.0,9.64,0,1,3,"90° bend; 30° offset — 4-3/4 in rise, 1-1/4 in shrink (×2)","feed 2 ft 4 in, bend 90 (roll 0) ; feed 10-15/16 in, bend 30 (roll 180) ; feed 9-7/16 in, bend 30 (roll 180) ; tail 3 ft 6-7/16 in"
29,2,10,10.0,9.66,1,1,1,90° bend,"feed 5 ft 3-9/16 in, bend 90 (roll 90 CW) ; tail 3 ft 1-7/16 in"
29,3,10,10.0,10.0,1,1,0,,tail 10 ft
29,4,10,10.0,10.0,1,1,0,,tail 10 ft
29,5,10,10.0,10.0,1,1,0,,tail 10 ft
29,6,10,10.0,10.0,1,1,0,,tail 10 ft
29,7,10,10.0,10.0,1,1,0,,tail 10 ft
29,8,10,10.0,10.0,1,1,0,,tail 10 ft
29,9,10,9.46,9.46,1,1,1,22.5° bend,"feed 7 ft 4-13/16 in, bend 22.5 (roll 90 CCW) ; tail 1 ft 9 in"
29,10,10,5.5,5.5,1,0,1,22.5° bend,"feed 4-1/8 in, bend 22.5 (roll 180) ; tail 4 ft 10-1/8 in"
30,1,10,9.69,9.35,0,1,2,90° bend; 22.5° bend,"feed 5 ft 3-1/2 in, bend 90 (roll 0) ; feed 2 ft 1/16 in, bend 22.5 (roll 0) ; tail 6 in"
30,2,10,10.0,9.65,1,1,4,"22.5° bend; 22.5° offset — 3-7/8 in rise, 3/4 in shrink (×2.61); 90° bend","feed 4-1/8 in, bend 22.5 (roll 180) ; feed 10-1/4 in, bend 22.5 (roll 0) ; feed 10-1/8 in, bend 22.5 (roll 180) ; feed 2 ft 3-13/16 in, bend 90 (roll 90 CCW) ; tail 3 ft 1-7/16 in"
30,3,10,10.0,10.0,1,1,0,,tail 10 ft
30,4,10,10.0,10.0,1,1,0,,tail 10 ft
30,5,10,10.0,10.0,1,1,0,,tail 10 ft
30,6,10,10.0,10.0,1,1,0,,tail 10 ft
30,7,10,10.0,10.0,1,1,0,,tail 10 ft
30,8,10,10.0,10.0,1,1,0,,tail 10 ft
30,9,10,9.8,9.8,1,1,0,,tail 9 ft 9-11/16 in
30,10,10,0.5,0.5,1,0,0,,tail 6 in
31,1,9,10.0,9.66,0,1,1,90° bend,"feed 4 ft 4 in, bend 90 (roll 0) ; tail 4 ft 1 in"
31,2,9,10.0,10.0,1,1,0,,tail 10 ft
31,3,9,10.0,9.66,1,1,1,90° bend,"feed 8 ft 3-1/4 in, bend 90 (roll 90 CCW) ; tail 1-3/4 in"
31,4,9,10.0,10.0,1,1,0,,tail 10 ft
31,5,9,10.0,10.0,1,1,0,,tail 10 ft
31,6,9,10.0,10.0,1,1,0,,tail 10 ft
31,7,9,10.0,10.0,1,1,0,,tail 10 ft
31,8,9,10.0,9.75,1,1,2,10° bend; 82.7° bend,"feed 10-5/8 in, bend 10 (roll 90 CW) ; feed 11-3/8 in, bend 82.7 (roll 90 CW) ; tail 6 ft 7-11/16 in"
31,9,9,8.17,8.17,1,0,0,,tail 8 ft 2 in
32,1,9,10.0,9.65,0,1,2,90° bend; 30° bend,"feed 3 ft 11 in, bend 90 (roll 0) ; feed 3 ft 8 in, bend 30 (roll 180) ; tail 4-7/8 in"
32,2,9,10.0,9.63,1,1,4,"30° bend; 30° offset — 9-7/16 in rise, 2-9/16 in shrink (×2); 90° bend","feed 1 ft 2 in, bend 30 (roll 180) ; feed 10 in, bend 30 (roll 0) ; feed 1 ft 6-15/16 in, bend 30 (roll 180) ; feed 1 ft 3-1/2 in, bend 90 (roll 90 CCW) ; tail 2 ft 3-5/16 in"
32,3,9,10.0,10.0,1,1,0,,tail 10 ft
32,4,9,10.0,10.0,1,1,0,,tail 10 ft
32,5,9,10.0,10.0,1,1,0,,tail 10 ft
32,6,9,10.0,9.66,1,1,1,90° bend,"feed 4 ft 1-11/16 in, bend 90 (roll 180) ; tail 4 ft 3-5/16 in"
32,7,9,10.0,10.0,1,1,0,,tail 10 ft
32,8,9,10.0,10.0,1,1,0,,tail 10 ft
32,9,9,5.8,5.46,1,0,1,90° bend,"feed 11-7/16 in, bend 90 (roll 180) ; tail 3 ft 3-1/4 in"
33,1,7,10.0,10.0,0,1,0,,tail 10 ft
33,2,7,10.0,10.0,1,1,0,,tail 10 ft
33,3,7,10.0,10.0,1,1,0,,tail 10 ft
33,4,7,10.0,10.0,1,1,0,,tail 10 ft
33,5,7,10.0,10.0,1,1,0,,tail 10 ft
33,6,7,10.0,10.0,1,1,0,,tail 10 ft
33,7,7,3.85,3.85,1,0,0,,tail 3 ft 10-3/16 in
34,1,7,10.0,10.0,0,1,0,,tail 10 ft
34,2,7,10.0,10.0,1,1,0,,tail 10 ft
34,3,7,10.0,10.0,1,1,0,,tail 10 ft
34,4,7,10.0,10.0,1,1,0,,tail 10 ft
34,5,7,10.0,9.66,1,1,1,90° bend,"feed 7 ft 3-1/8 in, bend 90 (roll 0) ; tail 1 ft 1-7/8 in"
34,6,7,10.0,9.64,1,1,5,"22.5° offset — 3-9/16 in rise, 11/16 in shrink (×2.61); 22.5° offset — 3-9/16 in rise, 11/16 in shrink (×2.61); 90° bend","feed 1 ft 11/16 in, bend 22.5 (roll 90 CCW) ; feed 9-3/8 in, bend 22.5 (roll 180) ; feed 11-1/4 in, bend 22.5 (roll 0) ; feed 9-3/8 in, bend 22.5 (roll 180) ; feed 1 ft 11-7/16 in, bend 90 (roll 0) ; tail 1 ft 7-3/4 in"
34,7,7,3.64,3.64,1,0,0,,tail 3 ft 7-3/4 in
35,1,7,10.0,9.66,0,1,1,90° bend,"feed 3 ft 11 in, bend 90 (roll 0) ; tail 4 ft 6 in"
35,2,7,10.0,9.66,1,1,1,90° bend,"feed 5 ft 8-1/2 in, bend 90 (roll 90 CCW) ; tail 2 ft 8-1/2 in"
35,3,7,10.0,10.0,1,1,0,,tail 10 ft
35,4,7,10.0,10.0,1,1,0,,tail 10 ft
35,5,7,10.0,9.66,1,1,1,90° bend,"feed 1 ft 10-3/16 in, bend 90 (roll 180) ; tail 6 ft 6-13/16 in"
35,6,7,9.81,9.81,1,1,0,,tail 9 ft 9-3/4 in
35,7,7,3.56,3.51,1,0,1,90° bend,"feed 3-1/2 in, bend 90 (roll 0) ; tail 2 ft 3-1/4 in"
36,1,7,9.34,9.0,0,1,2,90° bend; 22.5° bend,"feed 5 ft 3-1/2 in, bend 90 (roll 0) ; feed 1 ft 5-5/8 in, bend 22.5 (roll 0) ; tail 8-3/16 in"
36,2,7,10.0,9.65,1,1,4,"22.5° bend; 22.5° offset — 4-11/16 in rise, 15/16 in shrink (×2.61); 90° bend","feed 4-1/8 in, bend 22.5 (roll 180) ; feed 1 ft 1-1/4 in, bend 22.5 (roll 0) ; feed 1 ft 5/16 in, bend 22.5 (roll 180) ; feed 1 ft 9-1/8 in, bend 90 (roll 90 CCW) ; tail 3 ft 2-7/8 in"
36,3,7,10.0,10.0,1,1,0,,tail 10 ft
36,4,7,10.0,10.0,1,1,0,,tail 10 ft
36,5,7,10.0,10.0,1,1,0,,tail 10 ft
36,6,7,10.0,10.0,1,1,0,,tail 10 ft
36,7,7,3.87,3.87,1,0,0,,tail 3 ft 10-7/16 in
37,1,7,9.02,8.68,0,1,1,90° bend,"feed 3 ft 11 in, bend 90 (roll 0) ; tail 3 ft 6-5/16 in"
37,2,7,10.0,9.62,1,1,5,"30° offset — 9-7/16 in rise, 2-9/16 in shrink (×2); 30° offset — 9-7/16 in rise, 2-9/16 in shrink (×2); 90° bend","feed 3-7/16 in, bend 30 (roll 180) ; feed 1 ft 6-15/16 in, bend 30 (roll 180) ; feed 10 in, bend 30 (roll 0) ; feed 1 ft 6-15/16 in, bend 30 (roll 180) ; feed 11-1/2 in, bend 90 (roll 90 CCW) ; tail 1 ft 5-7/8 in"
37,3,7,10.0,10.0,1,1,0,,tail 10 ft
37,4,7,10.0,9.66,1,1,1,90° bend,"feed 3 ft 2-7/8 in, bend 90 (roll 180) ; tail 5 ft 2-1/8 in"
37,5,7,10.0,10.0,1,1,0,,tail 10 ft
37,6,7,10.0,9.66,1,1,1,90° bend,"feed 7 ft 8-7/8 in, bend 90 (roll 180) ; tail 8-1/8 in"
37,7,7,2.26,2.26,1,0,0,,tail 2 ft 3-1/8 in
38,1,6,10.0,9.66,0,1,1,90° bend,"feed 5 ft, bend 90 (roll 0) ; tail 3 ft 5 in"
38,2,6,10.0,9.66,1,1,3,"10° offset — 3-7/16 in rise, 5/16 in shrink (×5.76); 90° bend","feed 7-15/16 in, bend 10 (roll 180) ; feed 1 ft 8 in, bend 10 (roll 180) ; feed 2 ft 5-13/16 in, bend 90 (roll 90 CCW) ; tail 3 ft 3-15/16 in"
38,3,6,10.0,10.0,1,1,0,,tail 10 ft
38,4,6,10.0,10.0,1,1,0,,tail 10 ft
38,5,6,10.0,10.0,1,1,0,,tail 10 ft
38,6,6,3.17,3.17,1,0,0,,tail 3 ft 2-1/16 in
39,1,5,10.0,10.0,0,1,0,,tail 10 ft
39,2,5,10.0,10.0,1,1,0,,tail 10 ft
39,3,5,10.0,10.0,1,1,0,,tail 10 ft
39,4,5,9.03,8.69,1,1,1,90° bend,"feed 3 ft 6-9/16 in, bend 90 (roll 0) ; tail 3 ft 10-3/4 in"
39,5,5,5.95,5.9,1,0,3,"90° bend; 12.5° offset — 3-9/16 in rise, 3/8 in shrink (×4.62)","feed 3-1/2 in, bend 90 (roll 90 CCW) ; feed 1 ft 11-7/16 in, bend 12.5 (roll 90 CCW) ; feed 1 ft 4-3/8 in, bend 12.5 (roll 180) ; tail 11-15/16 in"
40,1,5,10.0,9.66,0,1,1,90° bend,"feed 4 ft 6-1/2 in, bend 90 (roll 0) ; tail 3 ft 10-1/2 in"
40,2,5,10.0,9.84,1,1,1,90° bend,"feed 2-1/8 in, bend 90 (roll 90 CCW) ; tail 8 ft 7-1/8 in"
40,3,5,10.0,10.0,1,1,0,,tail 10 ft
40,4,5,9.35,9.34,1,1,1,22.5° bend,"feed 7 ft 3 in, bend 22.5 (roll 90 CCW) ; tail 1 ft 9-3/8 in"
40,5,5,5.5,5.5,1,0,1,22.5° bend,"feed 4-1/8 in, bend 22.5 (roll 180) ; tail 4 ft 10-3/16 in"
41,1,5,10.0,9.99,0,1,2,"22.5° offset — 9-3/4 in rise, 1-15/16 in shrink (×2.61)","feed 4 ft 10-3/16 in, bend 22.5 (roll 0) ; feed 2 ft 1-7/16 in, bend 22.5 (roll 180) ; tail 2 ft 4-13/16 in"
41,2,5,10.0,10.0,1,1,0,,tail 10 ft
41,3,5,10.0,10.0,1,1,0,,tail 10 ft
41,4,5,10.0,9.66,1,1,1,90° bend,"feed 4 ft 5-13/16 in, bend 90 (roll 90 CCW) ; tail 3 ft 11-3/16 in"
41,5,5,4.28,3.94,1,0,1,90° bend,"feed 2-13/16 in, bend 90 (roll 90 CW) ; tail 2 ft 5-1/2 in"
42,1,5,9.79,9.45,0,1,1,90° bend,"feed 4 ft 7-1/2 in, bend 90 (roll 0) ; tail 3 ft 7 in"
42,2,5,10.0,9.95,1,1,1,90° bend,"feed 3-1/2 in, bend 90 (roll 90 CCW) ; tail 8 ft 8-1/2 in"
42,3,5,10.0,10.0,1,1,0,,tail 10 ft
42,4,5,10.0,10.0,1,1,0,,tail 10 ft
42,5,5,4.34,4.34,1,0,0,,tail 4 ft 4-1/16 in
43,1,5,10.0,9.65,0,1,2,90° bend; 30° bend,"feed 3 ft 11 in, bend 90 (roll 0) ; feed 3 ft 9-1/8 in, bend 30 (roll 180) ; tail 3-3/4 in"
43,2,5,10.0,9.63,1,1,4,"30° bend; 30° offset — 9-7/16 in rise, 2-9/16 in shrink (×2); 90° bend","feed 1 ft 3-1/8 in, bend 30 (roll 180) ; feed 10 in, bend 30 (roll 0) ; feed 1 ft 6-15/16 in, bend 30 (roll 180) ; feed 11-1/2 in, bend 90 (roll 90 CW) ; tail 2 ft 6-3/16 in"
43,3,5,10.0,9.66,1,1,1,90° bend,"feed 10-3/16 in, bend 90 (roll 180) ; tail 7 ft 6-13/16 in"
43,4,5,9.64,9.64,1,1,0,,tail 9 ft 7-11/16 in
43,5,5,3.89,3.85,1,0,1,90° bend,"feed 3-1/2 in, bend 90 (roll 0) ; tail 2 ft 7-1/4 in"
44,1,5,10.0,10.0,0,1,0,,tail 10 ft
44,2,5,10.0,10.0,1,1,0,,tail 10 ft
44,3,5,10.0,10.0,1,1,0,,tail 10 ft
44,4,5,10.0,9.66,1,1,1,90° bend,"feed 2 ft 9-9/16 in, bend 90 (roll 0) ; tail 5 ft 7-7/16 in"
44,5,5,2.17,2.17,1,0,0,,tail 2 ft 2-1/16 in
45,1,4,10.0,9.66,0,1,1,90° bend,"feed 7 ft 2-1/2 in, bend 90 (roll 0) ; tail 1 ft 2-1/2 in"
45,2,4,10.0,10.0,1,1,0,,tail 10 ft
45,3,4,10.0,9.61,1,1,2,52° bend; 90° bend,"feed 5 ft 8-1/4 in, bend 52 (roll 90 CW) ; feed 1 ft 3-5/8 in, bend 90 (roll 90 CW) ; tail 7-7/8 in"
45,4,4,2.13,2.13,1,0,0,,tail 2 ft 1-5/8 in
46,1,3,10.0,9.97,0,1,1,45° bend,"feed 8 ft 3/16 in, bend 45 (roll 0) ; tail 1 ft 3-15/16 in"
46,2,3,9.73,9.67,1,1,2,45° bend; 45° bend,"feed 9-3/4 in, bend 45 (roll 180) ; feed 5 ft 7-5/8 in, bend 45 (roll 0) ; tail 1 ft 11-5/8 in"
46,3,3,3.07,3.04,1,0,1,45° bend,"feed 2-1/16 in, bend 45 (roll 180) ; tail 2 ft 2-15/16 in"
47,1,3,10.0,9.66,0,1,1,90° bend,"feed 4 ft 1-1/2 in, bend 90 (roll 0) ; tail 4 ft 3-1/2 in"
47,2,3,10.0,9.93,1,1,3,"90° bend; 22.5° offset — 9-5/8 in rise, 1-15/16 in shrink (×2.61)","feed 3-3/8 in, bend 90 (roll 90 CCW) ; feed 2 ft 10-1/2 in, bend 22.5 (roll 90 CCW) ; feed 2 ft 1-1/8 in, bend 22.5 (roll 180) ; tail 3 ft 1-3/16 in"
47,3,3,1.74,1.74,1,0,0,,tail 1 ft 8-15/16 in
48,1,3,10.0,9.66,0,1,1,90° bend,"feed 4 ft 11-1/2 in, bend 90 (roll 0) ; tail 3 ft 5-1/2 in"
48,2,3,10.0,9.66,1,1,1,90° bend,"feed 1 in, bend 90 (roll 90 CW) ; tail 8 ft 4 in"
48,3,3,1.68,1.68,1,0,0,,tail 1 ft 8-1/8 in
49,1,3,10.0,9.66,0,1,2,90° bend; 18.5° bend,"feed 4 ft 6-13/16 in, bend 90 (roll 0) ; feed 2 ft 11-5/8 in, bend 18.5 (roll 180) ; tail 7-1/2 in"
49,2,3,10.0,9.66,1,1,2,18.5° bend; 90° bend,"feed 1 ft 4-13/16 in, bend 18.5 (roll 180) ; feed 2 ft 4-7/16 in, bend 90 (roll 90 CCW) ; tail 4 ft 4-11/16 in"
49,3,3,1.66,1.66,1,0,0,,tail 1 ft 7-7/8 in
50,1,3,10.0,9.66,0,1,2,90° bend; 18.3° bend,"feed 4 ft 7-1/4 in, bend 90 (roll 0) ; feed 2 ft 11-7/16 in, bend 18.3 (roll 180) ; tail 7-1/4 in"
50,2,3,10.0,9.66,1,1,2,18.3° bend; 90° bend,"feed 1 ft 3-15/16 in, bend 18.3 (roll 180) ; feed 2 ft 1-15/16 in, bend 90 (roll 90 CCW) ; tail 4 ft 8-1/16 in"
50,3,3,1.41,1.41,1,0,0,,tail 1 ft 4-15/16 in
51,1,3,9.71,9.37,0,1,1,90° bend,"feed 4 ft 3-1/2 in, bend 90 (roll 0) ; tail 3 ft 10 in"
51,2,3,10.0,9.95,1,1,1,90° bend,"feed 3-1/2 in, bend 90 (roll 90 CCW) ; tail 8 ft 8-1/2 in"
51,3,3,1.4,1.4,1,0,0,,tail 1 ft 4-3/4 in
52,1,3,10.0,9.93,0,1,2,"45° offset — 1 ft 1-15/16 in rise, 5-3/4 in shrink (×1.41)","feed 6 ft 3-1/16 in, bend 45 (roll 0) ; feed 1 ft 7-11/16 in, bend 45 (roll 180) ; tail 9-1/2 in"
52,2,3,10.0,9.93,1,1,2,"45° offset — 1 ft 1-15/16 in rise, 5-3/4 in shrink (×1.41)","feed 1 ft 6-5/8 in, bend 45 (roll 0) ; feed 1 ft 7-11/16 in, bend 45 (roll 180) ; tail 5 ft 5-15/16 in"
52,3,3,0.78,0.78,1,0,0,,tail 9-3/8 in
53,1,3,10.0,9.93,0,1,2,"45° offset — 1 ft 1-15/16 in rise, 5-3/4 in shrink (×1.41)","feed 6 ft 3-1/16 in, bend 45 (roll 0) ; feed 1 ft 7-11/16 in, bend 45 (roll 180) ; tail 9-1/2 in"
53,2,3,9.74,9.67,1,1,2,"45° offset — 1 ft 1-15/16 in rise, 5-3/4 in shrink (×1.41)","feed 1 ft 6-5/8 in, bend 45 (roll 0) ; feed 1 ft 7-11/16 in, bend 45 (roll 180) ; tail 5 ft 2-13/16 in"
53,3,3,0.5,0.5,1,0,0,,tail 6 in
54,1,2,9.68,9.65,0,1,1,45° bend,"feed 7 ft 5-15/16 in, bend 45 (roll 0) ; tail 1 ft 6-3/8 in"
54,2,2,9.52,9.42,1,0,3,"45° bend; 45° offset — 1 ft 2-7/16 in rise, 6 in shrink (×1.41)","feed 2-1/16 in, bend 45 (roll 180) ; feed 2 ft 4-1/8 in, bend 45 (roll 0) ; feed 1 ft 8-7/16 in, bend 45 (roll 180) ; tail 3 ft 4-1/16 in"
55,1,2,10.0,9.93,0,1,2,"45° offset — 1 ft 2-7/16 in rise, 6 in shrink (×1.41)","feed 5 ft 10-3/16 in, bend 45 (roll 0) ; feed 1 ft 8-7/16 in, bend 45 (roll 180) ; tail 1 ft 1-11/16 in"
55,2,2,8.55,8.48,1,0,2,"45° offset — 1 ft 2-7/16 in rise, 6 in shrink (×1.41)","feed 1 ft 2-1/2 in, bend 45 (roll 0) ; feed 1 ft 8-7/16 in, bend 45 (roll 180) ; tail 4 ft 3-15/16 in"
56,1,2,10.0,10.0,0,1,0,,tail 10 ft
56,2,2,8.08,8.01,1,0,2,"45° offset — 2 ft 7/16 in rise, 10-1/8 in shrink (×1.41)","feed 2 ft 8-9/16 in, bend 45 (roll 0) ; feed 2 ft 10-9/16 in, bend 45 (roll 180) ; tail 1 ft 2-1/16 in"
57,1,2,10.0,10.0,0,1,0,,tail 10 ft
57,2,2,7.33,7.33,1,0,0,,tail 7 ft 4 in
58,1,2,10.0,10.0,0,1,0,,tail 10 ft
58,2,2,7.33,7.33,1,0,0,,tail 7 ft 4 in
59,1,2,10.0,10.0,0,1,0,,tail 10 ft
59,2,2,7.33,7.33,1,0,0,,tail 7 ft 4 in
60,1,2,10.0,10.0,0,1,0,,tail 10 ft
60,2,2,7.33,7.33,1,0,0,,tail 7 ft 4 in
61,1,2,10.0,10.0,0,1,0,,tail 10 ft
61,2,2,7.33,7.33,1,0,0,,tail 7 ft 4 in
62,1,2,10.0,10.0,0,1,0,,tail 10 ft
62,2,2,7.33,7.33,1,0,0,,tail 7 ft 4 in
63,1,2,10.0,10.0,0,1,0,,tail 10 ft
63,2,2,7.33,7.33,1,0,0,,tail 7 ft 4 in
64,1,2,10.0,10.0,0,1,0,,tail 10 ft
64,2,2,7.33,7.33,1,0,0,,tail 7 ft 4 in
65,1,2,10.0,10.0,0,1,0,,tail 10 ft
65,2,2,7.33,7.33,1,0,0,,tail 7 ft 4 in
66,1,2,10.0,10.0,0,1,0,,tail 10 ft
66,2,2,7.33,7.33,1,0,0,,tail 7 ft 4 in
67,1,2,10.0,10.0,0,1,0,,tail 10 ft
67,2,2,7.33,7.33,1,0,0,,tail 7 ft 4 in
68,1,2,10.0,10.0,0,1,0,,tail 10 ft
68,2,2,7.33,7.33,1,0,0,,tail 7 ft 4 in
69,1,2,10.0,10.0,0,1,0,,tail 10 ft
69,2,2,7.33,7.33,1,0,0,,tail 7 ft 4 in
70,1,2,10.0,10.0,0,1,0,,tail 10 ft
70,2,2,7.33,7.33,1,0,0,,tail 7 ft 4 in
71,1,2,10.0,10.0,0,1,0,,tail 10 ft
71,2,2,7.33,7.33,1,0,0,,tail 7 ft 4 in
72,1,2,10.0,10.0,0,1,0,,tail 10 ft
72,2,2,7.33,7.33,1,0,0,,tail 7 ft 4 in
73,1,2,10.0,10.0,0,1,0,,tail 10 ft
73,2,2,7.33,7.33,1,0,0,,tail 7 ft 4 in
74,1,2,10.0,10.0,0,1,0,,tail 10 ft
74,2,2,7.33,7.33,1,0,0,,tail 7 ft 4 in
75,1,2,10.0,10.0,0,1,0,,tail 10 ft
75,2,2,7.33,7.33,1,0,0,,tail 7 ft 4 in
76,1,2,10.0,10.0,0,1,0,,tail 10 ft
76,2,2,7.33,7.33,1,0,0,,tail 7 ft 4 in
77,1,2,10.0,10.0,0,1,0,,tail 10 ft
77,2,2,7.33,7.33,1,0,0,,tail 7 ft 4 in
78,1,2,10.0,10.0,0,1,0,,tail 10 ft
78,2,2,7.33,7.33,1,0,0,,tail 7 ft 4 in
79,1,2,10.0,10.0,0,1,0,,tail 10 ft
79,2,2,7.33,7.33,1,0,0,,tail 7 ft 4 in
80,1,2,10.0,10.0,0,1,0,,tail 10 ft
80,2,2,7.33,7.33,1,0,0,,tail 7 ft 4 in
81,1,2,10.0,10.0,0,1,0,,tail 10 ft
81,2,2,7.33,7.33,1,0,0,,tail 7 ft 4 in
82,1,2,10.0,10.0,0,1,0,,tail 10 ft
82,2,2,7.33,7.33,1,0,0,,tail 7 ft 4 in
83,1,2,10.0,10.0,0,1,0,,tail 10 ft
83,2,2,7.33,7.33,1,0,0,,tail 7 ft 4 in
84,1,2,10.0,10.0,0,1,0,,tail 10 ft
84,2,2,7.33,7.33,1,0,0,,tail 7 ft 4 in
85,1,2,10.0,10.0,0,1,0,,tail 10 ft
85,2,2,7.33,7.33,1,0,0,,tail 7 ft 4 in
86,1,2,10.0,10.0,0,1,0,,tail 10 ft
86,2,2,7.33,7.33,1,0,0,,tail 7 ft 4 in
87,1,2,10.0,10.0,0,1,0,,tail 10 ft
87,2,2,7.33,7.33,1,0,0,,tail 7 ft 4 in
88,1,2,10.0,10.0,0,1,0,,tail 10 ft
88,2,2,7.33,7.33,1,0,0,,tail 7 ft 4 in
89,1,2,10.0,10.0,0,1,0,,tail 10 ft
89,2,2,7.33,7.33,1,0,0,,tail 7 ft 4 in
90,1,2,10.0,9.82,0,1,2,90° bend; 45° bend,"feed 1 ft 6-7/8 in, bend 90 (roll 0) ; feed 6 ft 9-3/8 in, bend 45 (roll 90 CCW) ; tail 7 in"
90,2,2,6.28,6.19,1,0,3,"45° bend; 60° offset — 1 ft 2-9/16 in rise, 8-3/8 in shrink (×1.15)","feed 1 ft 5-9/16 in, bend 45 (roll 180) ; feed 1 ft 9-9/16 in, bend 60 (roll 0) ; feed 1 ft 4-13/16 in, bend 60 (roll 180) ; tail 5-3/8 in"
91,1,2,10.0,9.66,0,1,2,90° bend; 22.5° bend,"feed 2 ft 5-1/2 in, bend 90 (roll 0) ; feed 4 ft 4-3/16 in, bend 22.5 (roll 0) ; tail 1 ft 3-9/16 in"
91,2,2,5.99,5.98,1,0,1,22.5° bend,"feed 9-7/8 in, bend 22.5 (roll 180) ; tail 4 ft 10-1/8 in"
92,1,2,10.0,9.97,0,1,1,45° bend,"feed 9 ft 3/16 in, bend 45 (roll 0) ; tail 3-15/16 in"
92,2,2,5.43,5.39,1,0,1,45° bend,"feed 3 ft 10-3/16 in, bend 45 (roll 180) ; tail 11-1/16 in"
93,1,2,9.51,9.44,0,1,4,"45° offset — 11-3/8 in rise, 4-11/16 in shrink (×1.41); 45° offset — 11-3/8 in rise, 4-11/16 in shrink (×1.41)","feed 1 ft 4 in, bend 45 (roll 0) ; feed 1 ft 4-1/16 in, bend 45 (roll 180) ; feed 2 ft 4-1/4 in, bend 45 (roll 0) ; feed 1 ft 4-1/16 in, bend 45 (roll 180) ; tail 1 ft 10-3/4 in"
93,2,2,5.78,5.46,1,0,2,90° bend; 90° bend,"feed 1-1/2 in, bend 90 (roll 90 CW) ; feed 3 ft 2-13/16 in, bend 90 (roll 180) ; tail 11 in"
94,1,2,9.51,9.44,0,1,4,"45° offset — 11-3/8 in rise, 4-11/16 in shrink (×1.41); 45° offset — 11-3/8 in rise, 4-11/16 in shrink (×1.41)","feed 1 ft 4 in, bend 45 (roll 0) ; feed 1 ft 4-1/16 in, bend 45 (roll 180) ; feed 2 ft 4-1/4 in, bend 45 (roll 0) ; feed 1 ft 4-1/16 in, bend 45 (roll 180) ; tail 1 ft 10-3/4 in"
94,2,2,4.28,3.96,1,0,2,90° bend; 90° bend,"feed 1-1/2 in, bend 90 (roll 90 CW) ; feed 1 ft 8-13/16 in, bend 90 (roll 180) ; tail 11 in"
