run,piece,pieces_in_run,length_ft,cut_length_ft,start_coupler,end_coupler,num_bends,operations,instructions
95,1,2,9.9,9.73,0,1,1,90° bend,"feed 8 ft 7-1/4 in, bend 90 (roll 0) ; tail 6-1/2 in"
95,2,2,3.19,3.18,1,0,2,"35° offset — 7-11/16 in rise, 2-7/16 in shrink (×1.74)","feed 4-9/16 in, bend 35 (roll 90 CW) ; feed 1 ft 1-7/16 in, bend 35 (roll 180) ; tail 1 ft 2-9/16 in"
96,1,2,10.0,10.0,0,1,0,,tail 10 ft
96,2,2,2.17,2.17,1,0,0,,tail 2 ft 2 in
97,1,2,10.0,10.0,0,1,0,,tail 10 ft
97,2,2,2.17,2.17,1,0,0,,tail 2 ft 2 in
98,1,2,10.0,10.0,0,1,0,,tail 10 ft
98,2,2,2.17,2.17,1,0,0,,tail 2 ft 2 in
99,1,2,10.0,10.0,0,1,0,,tail 10 ft
99,2,2,2.17,2.17,1,0,0,,tail 2 ft 2 in
100,1,2,10.0,10.0,0,1,0,,tail 10 ft
100,2,2,2.17,2.17,1,0,0,,tail 2 ft 2 in
101,1,2,10.0,10.0,0,1,0,,tail 10 ft
101,2,2,2.17,2.17,1,0,0,,tail 2 ft 2 in
102,1,2,10.0,10.0,0,1,0,,tail 10 ft
102,2,2,2.17,2.17,1,0,0,,tail 2 ft 2 in
103,1,2,10.0,10.0,0,1,0,,tail 10 ft
103,2,2,2.17,2.17,1,0,0,,tail 2 ft 2 in
104,1,2,10.0,10.0,0,1,0,,tail 10 ft
104,2,2,2.17,2.17,1,0,0,,tail 2 ft 2 in
105,1,2,10.0,10.0,0,1,0,,tail 10 ft
105,2,2,2.17,2.17,1,0,0,,tail 2 ft 2 in
106,1,2,10.0,10.0,0,1,0,,tail 10 ft
106,2,2,2.17,2.17,1,0,0,,tail 2 ft 2 in
107,1,2,10.0,10.0,0,1,0,,tail 10 ft
107,2,2,2.17,2.17,1,0,0,,tail 2 ft 2 in
108,1,2,10.0,10.0,0,1,0,,tail 10 ft
108,2,2,2.17,2.17,1,0,0,,tail 2 ft 2 in
109,1,2,10.0,10.0,0,1,0,,tail 10 ft
109,2,2,2.17,2.17,1,0,0,,tail 2 ft 2 in
110,1,2,10.0,10.0,0,1,0,,tail 10 ft
110,2,2,2.17,2.17,1,0,0,,tail 2 ft 2 in
111,1,2,10.0,10.0,0,1,0,,tail 10 ft
111,2,2,2.17,2.17,1,0,0,,tail 2 ft 2 in
112,1,2,10.0,10.0,0,1,0,,tail 10 ft
112,2,2,2.17,2.17,1,0,0,,tail 2 ft 2 in
113,1,2,10.0,10.0,0,1,0,,tail 10 ft
113,2,2,2.17,2.17,1,0,0,,tail 2 ft 2 in
114,1,2,10.0,10.0,0,1,0,,tail 10 ft
114,2,2,2.17,2.17,1,0,0,,tail 2 ft 2 in
115,1,2,10.0,10.0,0,1,0,,tail 10 ft
115,2,2,2.17,2.17,1,0,0,,tail 2 ft 2 in
116,1,2,10.0,10.0,0,1,0,,tail 10 ft
116,2,2,2.17,2.17,1,0,0,,tail 2 ft 2 in
117,1,2,10.0,10.0,0,1,0,,tail 10 ft
117,2,2,2.17,2.17,1,0,0,,tail 2 ft 2 in
118,1,2,10.0,10.0,0,1,0,,tail 10 ft
118,2,2,2.17,2.17,1,0,0,,tail 2 ft 2 in
119,1,2,10.0,10.0,0,1,0,,tail 10 ft
119,2,2,2.17,2.17,1,0,0,,tail 2 ft 2 in
120,1,2,10.0,10.0,0,1,0,,tail 10 ft
120,2,2,2.17,2.17,1,0,0,,tail 2 ft 2 in
121,1,2,10.0,10.0,0,1,0,,tail 10 ft
121,2,2,2.17,2.17,1,0,0,,tail 2 ft 2 in
122,1,2,10.0,10.0,0,1,0,,tail 10 ft
122,2,2,2.17,2.17,1,0,0,,tail 2 ft 2 in
123,1,2,10.0,9.84,0,1,1,90° bend,"feed 2 ft 1/2 in, bend 90 (roll 0) ; tail 7 ft 2-1/2 in"
123,2,2,2.09,2.09,1,0,0,,tail 2 ft 1-1/8 in
124,1,2,9.72,9.56,0,1,1,90° bend,"feed 1 ft 4-1/8 in, bend 90 (roll 0) ; tail 7 ft 7-1/2 in"
124,2,2,2.22,2.06,1,0,1,90° bend,"feed 1-1/2 in, bend 90 (roll 0) ; tail 1 ft 4-1/8 in"
125,1,2,10.0,9.66,0,1,1,90° bend,"feed 7 ft 6-1/16 in, bend 90 (roll 0) ; tail 10-15/16 in"
125,2,2,1.8,1.8,1,0,0,,tail 1 ft 9-9/16 in
126,1,2,9.48,9.41,0,1,5,"45° offset — 11-3/8 in rise, 4-11/16 in shrink (×1.41); 45° offset — 11-3/8 in rise, 4-11/16 in shrink (×1.41); 15° bend","feed 1 ft 4-1/4 in, bend 45 (roll 0) ; feed 1 ft 4-1/16 in, bend 45 (roll 180) ; feed 2 ft 4-1/4 in, bend 45 (roll 0) ; feed 1 ft 4-1/16 in, bend 45 (roll 180) ; feed 1 ft 2-9/16 in, bend 15 (roll 90 CW) ; tail 6-7/16 in"
126,2,2,1.86,1.86,1,0,1,15° bend,"feed 5-7/16 in, bend 15 (roll 180) ; tail 1 ft 3-3/4 in"
127,1,2,10.0,9.94,0,1,4,"45° offset — 11-3/8 in rise, 4-11/16 in shrink (×1.41); 45° offset — 11-3/8 in rise, 4-11/16 in shrink (×1.41)","feed 1 ft 4 in, bend 45 (roll 0) ; feed 1 ft 4-1/16 in, bend 45 (roll 180) ; feed 2 ft 4-1/4 in, bend 45 (roll 0) ; feed 1 ft 4-1/16 in, bend 45 (roll 180) ; tail 2 ft 4-11/16 in"
127,2,2,1.3,1.3,1,0,0,,tail 1 ft 3-5/8 in
128,1,2,9.29,9.24,0,1,3,"45° offset — 11-3/8 in rise, 4-11/16 in shrink (×1.41); 45° bend","feed 3 ft 8 in, bend 45 (roll 0) ; feed 1 ft 4-1/16 in, bend 45 (roll 180) ; feed 2 ft 4-1/4 in, bend 45 (roll 0) ; tail 11-15/16 in"
128,2,2,2.01,1.99,1,0,1,45° bend,"feed 4-1/8 in, bend 45 (roll 180) ; tail 1 ft 4-1/4 in"
129,1,2,10.0,9.94,0,1,4,"45° offset — 11-3/8 in rise, 4-11/16 in shrink (×1.41); 45° offset — 11-3/8 in rise, 4-11/16 in shrink (×1.41)","feed 1 ft 4 in, bend 45 (roll 0) ; feed 1 ft 4-1/16 in, bend 45 (roll 180) ; feed 2 ft 4-1/4 in, bend 45 (roll 0) ; feed 1 ft 4-1/16 in, bend 45 (roll 180) ; tail 2 ft 4-11/16 in"
129,2,2,1.3,1.3,1,0,0,,tail 1 ft 3-5/8 in
130,1,2,9.3,9.25,0,1,3,"45° offset — 11-3/8 in rise, 4-11/16 in shrink (×1.41); 45° bend","feed 3 ft 8-1/8 in, bend 45 (roll 0) ; feed 1 ft 4-1/16 in, bend 45 (roll 180) ; feed 2 ft 4-1/4 in, bend 45 (roll 0) ; tail 11-15/16 in"
130,2,2,2.0,1.98,1,0,1,45° bend,"feed 4-1/8 in, bend 45 (roll 180) ; tail 1 ft 4-1/8 in"
131,1,2,9.3,9.25,0,1,3,"45° offset — 11-3/8 in rise, 4-11/16 in shrink (×1.41); 45° bend","feed 3 ft 8-1/8 in, bend 45 (roll 0) ; feed 1 ft 4-1/16 in, bend 45 (roll 180) ; feed 2 ft 4-1/4 in, bend 45 (roll 0) ; tail 11-15/16 in"
131,2,2,2.0,1.98,1,0,1,45° bend,"feed 4-1/8 in, bend 45 (roll 180) ; tail 1 ft 4-1/8 in"
132,1,2,9.3,9.25,0,1,3,"45° offset — 11-3/8 in rise, 4-11/16 in shrink (×1.41); 45° bend","feed 3 ft 8-1/8 in, bend 45 (roll 0) ; feed 1 ft 4-1/16 in, bend 45 (roll 180) ; feed 2 ft 4-1/4 in, bend 45 (roll 0) ; tail 11-15/16 in"
132,2,2,2.0,1.98,1,0,1,45° bend,"feed 4-1/8 in, bend 45 (roll 180) ; tail 1 ft 4-1/8 in"
133,1,2,9.3,9.25,0,1,3,"45° offset — 11-3/8 in rise, 4-11/16 in shrink (×1.41); 45° bend","feed 3 ft 8-1/8 in, bend 45 (roll 0) ; feed 1 ft 4-1/16 in, bend 45 (roll 180) ; feed 2 ft 4-1/4 in, bend 45 (roll 0) ; tail 11-15/16 in"
133,2,2,2.0,1.98,1,0,1,45° bend,"feed 4-1/8 in, bend 45 (roll 180) ; tail 1 ft 4-1/8 in"
134,1,2,9.3,9.25,0,1,3,"45° offset — 11-3/8 in rise, 4-11/16 in shrink (×1.41); 45° bend","feed 3 ft 8-1/8 in, bend 45 (roll 0) ; feed 1 ft 4-1/16 in, bend 45 (roll 180) ; feed 2 ft 4-1/4 in, bend 45 (roll 0) ; tail 11-15/16 in"
134,2,2,2.0,1.98,1,0,1,45° bend,"feed 4-1/8 in, bend 45 (roll 180) ; tail 1 ft 4-1/8 in"
135,1,2,9.29,9.24,0,1,3,"45° offset — 11-3/8 in rise, 4-11/16 in shrink (×1.41); 45° bend","feed 3 ft 8 in, bend 45 (roll 0) ; feed 1 ft 4-1/16 in, bend 45 (roll 180) ; feed 2 ft 4-1/4 in, bend 45 (roll 0) ; tail 11-15/16 in"
135,2,2,2.01,1.99,1,0,1,45° bend,"feed 4-1/8 in, bend 45 (roll 180) ; tail 1 ft 4-1/4 in"
136,1,2,10.0,9.94,0,1,4,"45° offset — 11-3/8 in rise, 4-11/16 in shrink (×1.41); 45° offset — 11-3/8 in rise, 4-11/16 in shrink (×1.41)","feed 1 ft 4 in, bend 45 (roll 0) ; feed 1 ft 4-1/16 in, bend 45 (roll 180) ; feed 2 ft 4-1/4 in, bend 45 (roll 0) ; feed 1 ft 4-1/16 in, bend 45 (roll 180) ; tail 2 ft 4-11/16 in"
136,2,2,1.3,1.3,1,0,0,,tail 1 ft 3-5/8 in
137,1,2,10.0,9.92,0,1,4,"45° offset — 10-5/8 in rise, 4-3/8 in shrink (×1.41); 45° offset — 10-5/8 in rise, 4-3/8 in shrink (×1.41)","feed 1 ft 3-1/2 in, bend 45 (roll 0) ; feed 1 ft 3-1/16 in, bend 45 (roll 180) ; feed 2 ft 3-1/4 in, bend 45 (roll 0) ; feed 1 ft 3-1/16 in, bend 45 (roll 180) ; tail 2 ft 4-1/8 in"
137,2,2,1.3,1.3,1,0,0,,tail 1 ft 3-5/8 in
138,1,2,10.0,9.94,0,1,4,"45° offset — 11-3/8 in rise, 4-11/16 in shrink (×1.41); 45° offset — 11-3/8 in rise, 4-11/16 in shrink (×1.41)","feed 1 ft 4 in, bend 45 (roll 0) ; feed 1 ft 4-1/16 in, bend 45 (roll 180) ; feed 2 ft 4-1/4 in, bend 45 (roll 0) ; feed 1 ft 4-1/16 in, bend 45 (roll 180) ; tail 2 ft 4-11/16 in"
138,2,2,1.3,1.3,1,0,0,,tail 1 ft 3-5/8 in
139,1,2,9.54,9.38,0,1,1,90° bend,"feed 1 ft 9-1/2 in, bend 90 (roll 0) ; tail 7 ft"
139,2,2,0.5,0.5,1,0,0,,tail 6 in
140,1,1,9.83,9.83,0,0,0,,tail 9 ft 10 in
141,1,1,9.83,9.83,0,0,0,,tail 9 ft 10 in
142,1,1,9.83,9.83,0,0,0,,tail 9 ft 10 in
143,1,1,9.83,9.83,0,0,0,,tail 9 ft 10 in
144,1,1,9.83,9.83,0,0,0,,tail 9 ft 10 in
145,1,1,9.83,9.83,0,0,0,,tail 9 ft 10 in
146,1,1,9.83,9.83,0,0,0,,tail 9 ft 10 in
147,1,1,9.83,9.83,0,0,0,,tail 9 ft 10 in
148,1,1,9.83,9.83,0,0,0,,tail 9 ft 10 in
149,1,1,9.83,9.83,0,0,0,,tail 9 ft 10 in
150,1,1,9.83,9.83,0,0,0,,tail 9 ft 10 in
151,1,1,9.83,9.83,0,0,0,,tail 9 ft 10 in
152,1,1,9.83,9.83,0,0,0,,tail 9 ft 10 in
153,1,1,9.83,9.83,0,0,0,,tail 9 ft 10 in
154,1,1,9.83,9.83,0,0,0,,tail 9 ft 10 in
155,1,1,9.83,9.83,0,0,0,,tail 9 ft 10 in
156,1,1,9.83,9.83,0,0,0,,tail 9 ft 10 in
157,1,1,9.83,9.83,0,0,0,,tail 9 ft 10 in
158,1,1,9.83,9.83,0,0,0,,tail 9 ft 10 in
159,1,1,9.28,9.12,0,0,1,90° bend,"feed 7 ft 7 in, bend 90 (roll 0) ; tail 11-3/8 in"
160,1,1,7.94,7.87,0,0,4,"45° offset — 10-3/8 in rise, 4-5/16 in shrink (×1.41); 45° offset — 10-3/8 in rise, 4-5/16 in shrink (×1.41)","feed 1 ft 2-5/8 in, bend 45 (roll 0) ; feed 1 ft 2-11/16 in, bend 45 (roll 180) ; feed 1 ft 10-1/2 in, bend 45 (roll 0) ; feed 1 ft 2-11/16 in, bend 45 (roll 180) ; tail 1 ft 1-7/8 in"
161,1,1,7.83,7.49,0,0,1,90° bend,"feed 2 ft 3-1/2 in, bend 90 (roll 0) ; tail 3 ft 11-1/2 in"
162,1,1,6.0,6.0,0,0,0,,tail 6 ft
163,1,1,5.56,5.56,0,0,0,,tail 5 ft 6-11/16 in
164,1,1,4.33,4.33,0,0,0,,tail 4 ft 4 in
165,1,1,4.33,4.33,0,0,0,,tail 4 ft 4 in
166,1,1,4.33,4.33,0,0,0,,tail 4 ft 4 in
167,1,1,4.33,4.33,0,0,0,,tail 4 ft 4 in
168,1,1,4.33,4.33,0,0,0,,tail 4 ft 4 in
169,1,1,4.33,4.33,0,0,0,,tail 4 ft 4 in
170,1,1,4.33,4.33,0,0,0,,tail 4 ft 4 in
171,1,1,4.33,4.33,0,0,0,,tail 4 ft 4 in
172,1,1,4.33,4.33,0,0,0,,tail 4 ft 4 in
173,1,1,4.33,4.33,0,0,0,,tail 4 ft 4 in
174,1,1,4.33,4.33,0,0,0,,tail 4 ft 4 in
175,1,1,4.33,4.33,0,0,0,,tail 4 ft 4 in
176,1,1,4.33,4.33,0,0,0,,tail 4 ft 4 in
177,1,1,4.33,4.33,0,0,0,,tail 4 ft 4 in
178,1,1,4.33,4.33,0,0,0,,tail 4 ft 4 in
179,1,1,4.33,4.33,0,0,0,,tail 4 ft 4 in
180,1,1,4.0,4.0,0,0,0,,tail 4 ft
181,1,1,1.7,1.7,0,0,0,,tail 1 ft 8-3/8 in
182,1,1,1.7,1.7,0,0,0,,tail 1 ft 8-3/8 in
183,1,1,1.7,1.7,0,0,0,,tail 1 ft 8-3/8 in
184,1,1,1.7,1.7,0,0,0,,tail 1 ft 8-3/8 in
185,1,1,1.7,1.7,0,0,0,,tail 1 ft 8-3/8 in
186,1,1,1.7,1.7,0,0,0,,tail 1 ft 8-3/8 in
187,1,1,1.7,1.7,0,0,0,,tail 1 ft 8-3/8 in
188,1,1,1.7,1.7,0,0,0,,tail 1 ft 8-3/8 in
189,1,1,1.67,1.67,0,0,0,,tail 1 ft 8 in
190,1,1,1.63,1.63,0,0,0,,tail 1 ft 7-5/8 in
191,1,1,1.63,1.63,0,0,0,,tail 1 ft 7-5/8 in
192,1,1,1.63,1.63,0,0,0,,tail 1 ft 7-5/8 in
193,1,1,1.63,1.63,0,0,0,,tail 1 ft 7-5/8 in
194,1,1,1.63,1.63,0,0,0,,tail 1 ft 7-5/8 in
195,1,1,1.63,1.63,0,0,0,,tail 1 ft 7-5/8 in
196,1,1,1.63,1.63,0,0,0,,tail 1 ft 7-5/8 in
197,1,1,1.63,1.63,0,0,0,,tail 1 ft 7-5/8 in
198,1,1,1.5,1.5,0,0,0,,tail 1 ft 6 in
199,1,1,1.5,1.5,0,0,0,,tail 1 ft 6 in
200,1,1,1.5,1.5,0,0,0,,tail 1 ft 6 in
201,1,1,1.5,1.5,0,0,0,,tail 1 ft 6 in
202,1,1,0.63,0.63,0,0,0,,tail 7-9/16 in
203,1,1,0.56,0.56,0,0,0,,tail 6-3/4 in
204,1,1,0.56,0.56,0,0,0,,tail 6-3/4 in
205,1,1,0.55,0.55,0,0,0,,tail 6-5/8 in
206,1,1,0.52,0.52,0,0,0,,tail 6-1/4 in
207,1,1,0.43,0.43,0,0,0,,tail 5-1/8 in
208,1,1,0.37,0.37,0,0,0,,tail 4-7/16 in
